Location,Scenario,Similarity
Garden,Causing a Public Scene,0.6493
Tree House,Escape Room Disaster,0.6493
Man Cave,Running from the Cops,0.6493
Secret Laboratory,Getting bitten by a radioactive spider and getting terrible powers,0.6493
Public Restroom,Planning a Bank Heist,0.6493
Dragon's Lair,Drunk Calling the Ex,0.6493
Laundromat,Getting Stood Up,0.6493
Salvage Yard,Causing a Public Scene,0.6493
Run-Down Apartment,Waking up drenched in sweat at a partner's house because their sheets are terrible,0.6493
Village,Starting a Cult,0.6493
Sporting Event,Getting Locked Out,0.6493
On the phone,"Taping a ""kick me"" sign to your own back",0.6493
Psychiatric Ward,3am Drunk Food Run,0.6493
Recording Studio,Flirting with the Boss,0.6493
Waiting Room,Planning a Prison Escape,0.6493
Backyard,First Day at a New Job,0.6493
Coral Reef,Losing Your Passport,0.6493
Hair Salon,Murder Mystery Dinner,0.6493
College Campus,Starting a Bar Fight,0.6493
Swamp,Solving a Murder,0.6493
Nightclub,Cult Initiation Ceremony,0.6493
Hair Salon,Extreme Jet Lag,0.6493
Kitchen,Performing an Exorcism,0.6493
Forest,Performing an Exorcism,0.6493
Emergency Room,Getting bitten by a radioactive spider and getting terrible powers,0.6493
Upscale Hotel Lobby,Getting Locked Out,0.6493
Liquor Store,Scamming the Scammer,0.6493
Elevator,Spilling red wine on a white carpet,0.6493
Taxi Cab,Amateur Ghost Hunting,0.6493
Brewery,Solving a Murder,0.6493
Observatory,Investigating a Haunting,0.6492
Golf Course,Alien Abduction Attempt,0.6492
University Lecture Hall,Getting Locked Out,0.6492
Movie Set,Getting Ghosted,0.6492
Pond,Backing over your neighbor's prized rose bush,0.6492
Motel,Hiding a Fugitive,0.6492
Upscale Hotel Lobby,Negotiating a Ransom,0.6492
Salvage Yard,Getting Ghosted,0.6492
Wedding Reception,Double Date Drama,0.6492
Dojo,Speed Dating,0.6492
City,Solving a Murder,0.6492
Alien Planet,Trying to sell ice to an Eskimo,0.6492
Ancient Ruins,3am Drunk Food Run,0.6492
Cabin In The Woods,Awkward First Kiss,0.6492
Underwater,Faking expertise in a high-level technical meeting,0.6492
Waterfall,Running into an Ex,0.6492
Observatory,Office Holiday Party,0.6492
Small Town,Spilling a Dark Secret,0.6492
Taxi,3am Drunk Food Run,0.6492
Subway Tunnel,Investigating a Haunting,0.6492
Old Pick-Up Truck,Investigating a Haunting,0.6492
Prison,Epic Prank War,0.6492
Campsite,Emergency Evacuation,0.6492
Spaceship,Explaining to border control why your suitcase is full of rocks,0.6492
Flower Shop,Starting a Cult,0.6492
Military Helicopter,Messy Divorce,0.6492
Alley,Dropping the bride's ring down a sewer grate,0.6492
Fishing Boat,Speed Dating,0.6492
Garage Sale,Getting Friend-Zoned,0.6492
Amusement Park,Finding a treasure map on the back of a fast-food receipt,0.6492
Casual Dining Restaurant,Defending a prenuptial agreement written on a napkin,0.6492
Living Room,Running from the Cops,0.6491
International Space Station,Getting your tongue stuck to a frozen pole,0.6491
Wedding Reception,Hiding a Fugitive,0.6491
Creek,Swimming in a public fountain,0.6491
Creek,Emergency Evacuation,0.6491
Psychic's Shop,Solving a Murder,0.6491
Quarry,Causing a Public Scene,0.6491
Pawn Shop,Investigating a Haunting,0.6491
Elevator,Starting a Cult,0.6491
River,Speed Dating,0.6491
Alley,Running from the Cops,0.6491
County Fair,Scamming the Scammer,0.6491
Post-Apocalyptic World,Pitching a Terrible Idea,0.6491
Hardware Store,Escape Room Disaster,0.6491
Virtual Reality World,Murder Mystery Dinner,0.6491
Grocery Store,Running from the Cops,0.6491
Military Base,Planning a Prison Escape,0.6491
Garage Sale,Starting a Bar Fight,0.6491
Office Cubicle,Getting Ghosted,0.6491
Art Gallery,Getting Friend-Zoned,0.6491
Harbor,Dealing with a Karen,0.6491
Circus,Pretending to be a psychic to scam tourists,0.6491
Arcade,Emergency Evacuation,0.6491
Pond,Keeping a stolen penguin in your bathtub,0.6491
Bakery,Emergency Evacuation,0.6491
Deli,Causing a Public Scene,0.6491
Clock Tower,Taking a bite out of a decorative wax apple,0.649
Airport,Hiding a Fugitive,0.649
Forest,Interrupting a Wedding,0.649
Medieval Village,Running Out of Gas,0.649
Indoor Shooting Range,Swimming in a public fountain,0.649
On the phone,Explaining why you are wearing your friend's clothes,0.649
College Campus,Awkward Morning After,0.649
On the phone,Messy Divorce,0.649
Bomb Shelter,Interrupting a Wedding,0.649
Newsroom,Solving a Murder,0.649
Tank,Arguing with a Bouncer,0.649
Bomb Shelter,Lost in Translation,0.649
Psychiatric Ward,Getting trapped in a porta-potty,0.649
Casino,Starting a Cult,0.649
House Party,Discovering a Conspiracy,0.649
Ancient Ruins,Discovering a secret room behind a bookcase,0.649
Spaceship,Performing an Exorcism,0.649
Fishing Boat,Alien Abduction Attempt,0.649
Observatory,Starting a Cult,0.649
Race Track (Horses),Starting a Cult,0.649
Nursery,Speed Dating,0.649
Garage Sale,Solving a Murder,0.649
Pool Hall,Getting Locked Out,0.649
Egyptian Pyramids,Getting Ghosted,0.649
Morgue,Arguing with a Bouncer,0.649
Mansion,Getting Ghosted,0.649
Morgue,Getting Locked Out,0.649
Kitchen,Getting caught stealing lunches from the breakroom fridge,0.649
Church,Dealing with a Karen,0.649
Car Accident Site,Arguing with a Bouncer,0.649
Morgue,Negotiating a Ransom,0.649
Bowling Alley,Investigating a Haunting,0.649
Park,Solving a Murder,0.649
Residential Bathroom,Trying to escape a maze,0.649
Funeral Home,Alien Abduction Attempt,0.649
Elevator,Defending a flat-earth theory at a NASA conference,0.649
Sewers,Performing an Exorcism,0.649
Train Station,Matchmaking Disaster,0.649
Bonfire,Dropping the bride's ring down a sewer grate,0.649
Post-Apocalyptic World,Arguing with a Bouncer,0.649
Park,Negotiating a Ransom,0.649
Market,Hacking a Secure System,0.6489
Shopping Mall,Discovering a Conspiracy,0.6489
Tree House,Discovering a Conspiracy,0.6489
Car Wash,Getting Locked Out,0.6489
Crystal Cave,Running Out of Gas,0.6489
Hotel Room,Starting a Cult,0.6489
Tree House,Taking a bite out of a decorative wax apple,0.6489
Village,Bumping into a Celebrity,0.6489
Maze,Getting Ghosted,0.6489
Dragon's Lair,Getting Stood Up,0.6489
Aquarium,Alien Abduction Attempt,0.6489
Underwater,Getting trapped in a porta-potty,0.6489
Car Accident Site,Extreme Jet Lag,0.6489
Egyptian Pyramids,Hiding a Fugitive,0.6489
House Fire,Tinder Date from Hell,0.6489
Newsroom,Escape Room Disaster,0.6489
Mansion,Starting a Cult,0.6489
Prison,Waking up in a different country with no memory of how you got there,0.6489
Nature Hike,Amateur Ghost Hunting,0.6489
Taxi,Explaining to a cop why you are driving a stolen ice cream truck,0.6489
Taxi Cab,Awkward Morning After,0.6489
Dungeon,Getting caught trying to steal a souvenir from a sacred temple,0.6489
Airport,Trying to land a commercial airplane with no flight experience,0.6489
Chicken Coop,First Day at a New Job,0.6489
Waterfall,Hiding a Fugitive,0.6489
Zoo,Bumping into a Celebrity,0.6489
Bank,Getting Ghosted,0.6489
Recording Studio,Discovering a Conspiracy,0.6489
Volcano,Accidentally destroying a child's sandcastle masterpiece,0.6489
Battlefield,High-Stakes Poker Game,0.6488
Ghost Town,Buying a supposedly haunted car that just plays bad 80s music,0.6488
Thrift Store,Causing a Public Scene,0.6488
Thrift Store,Emergency Evacuation,0.6488
Parade,Interrupting a Wedding,0.6488
Underwater,Flirting with the Boss,0.6488
County Fair,Messy Divorce,0.6488
Haunted House,Double Booking a Date,0.6488
Junkyard,Lost in Translation,0.6488
Nursing Home,Drunk Calling the Ex,0.6488
Pirate Ship,High-Stakes Poker Game,0.6488
Hunting Cabin,Cult Initiation Ceremony,0.6488
Cemetery,First Day at a New Job,0.6488
Arctic Tundra,Being trapped in a sleeping bag during a bear attack,0.6488
Wedding Reception,Starting a Bar Fight,0.6488
Bridge,Staging an Intervention,0.6488
Cheap Motel,Performing an Exorcism,0.6488
Lake House,Investigating a Haunting,0.6488
Garden,Solving a Murder,0.6488
Pawn Shop,Making a Desperate Deal,0.6488
Clock Tower,Destroying a child's belief in Santa Claus,0.6488
Small Town,Hacking a Secure System,0.6488
Casino,Getting Locked Out,0.6488
Golf Course,Interrupting a Wedding,0.6488
Island,Explaining to border control why your suitcase is full of rocks,0.6488
Subway Train,Discovering a Conspiracy,0.6488
Spaceship,Escape Room Disaster,0.6488
Ancient Library,Starting a Cult,0.6488
Theater,Arguing with a Bouncer,0.6488
Post-Apocalyptic World,Attempting to build a nuclear reactor in your basement,0.6488
Pub,First Day at a New Job,0.6487
Bank Vault,Discovering a secret room behind a bookcase,0.6487
Nursing Home,Falling in Love at First Sight,0.6487
Morgue,Getting caught taking selfies at a somber historical monument,0.6487
Grocery Store,Interrupting a Wedding,0.6487
City Bus,Office Holiday Party,0.6487
Forest,Breaking a priceless vase at a museum and trying to glue it back,0.6487
Photography Studio,Investigating a Haunting,0.6487
Gas Station,Trying to escape a maze,0.6487
Grocery Store,Getting Locked Out,0.6487
Bomb Shelter,Cult Initiation Ceremony,0.6487
Online,Arguing Over the Bill,0.6487
Hot Springs,Amateur Ghost Hunting,0.6487
Train Station,Bumping into a Celebrity,0.6487
Bar,3am Drunk Food Run,0.6487
Bridge,Hacking a Secure System,0.6487
Black-Tie Event,Trying to escape a maze,0.6487
Ranch,Running from the Cops,0.6487
Carnival,Getting Locked Out,0.6487
Nightclub,Running from the Cops,0.6487
Recording Studio,Interrupting a Wedding,0.6487
Parking Lot,Escape Room Disaster,0.6487
Dojo,Lost in Translation,0.6487
Movie Theater,Arguing Over the Bill,0.6487
Fast Food Restaurant,Asking for a Demotion,0.6487
Bank Vault,Cheating at a Board Game,0.6487
Bar,Taking a bite out of a decorative wax apple,0.6487
Farmer's Market,Getting caught putting a fake bug in your soup for a free meal,0.6487
Carnival,Solving a Murder,0.6487
Bus Station,Arguing with a Bouncer,0.6487
Old Pick-Up Truck,Planning a Bank Heist,0.6487
Kitchen,Lost in Translation,0.6487
Bar,Getting Stood Up,0.6487
Dragon's Lair,Hiding a Fugitive,0.6487
Battlefield,Getting Stood Up,0.6487
House Fire,Alien Abduction Attempt,0.6486
Principal's Office,Quitting a gang by submitting a formal letter of resignation,0.6486
Kitchen,Solving a Murder,0.6486
Public Restroom,Cult Initiation Ceremony,0.6486
Old Pick-Up Truck,Starting a Cult,0.6486
House Fire,3am Drunk Food Run,0.6486
Penthouse Suite,Running from the Cops,0.6486
Post-Apocalyptic World,Spilling a Dark Secret,0.6486
Underwater City,Running from the Cops,0.6486
Crystal Cave,Discovering a Conspiracy,0.6486
Shopping Mall,Epic Prank War,0.6486
Restaurant,Trying to escape a maze,0.6486
Virtual Reality World,Getting bitten by a radioactive spider and getting terrible powers,0.6486
Mechanic's Shop,Interrupting a Wedding,0.6486
Lighthouse,Trying to start a fire by rubbing two sticks together,0.6486
Run-Down Apartment,Trying to sell ice to an Eskimo,0.6486
Amusement Park,Arguing Over the Bill,0.6486
Police Station,Amateur Ghost Hunting,0.6486
Ghost Town,Murder Mystery Dinner,0.6486
Police Car,Witnessing a bank robbery and asking for an autograph,0.6486
Medieval Village,Running from the Cops,0.6486
Pirate Ship,Finding a treasure map on the back of a fast-food receipt,0.6486
Rooftop,Hiding a Fugitive,0.6486
On the phone,Accidentally destroying a child's sandcastle masterpiece,0.6486
Small Town Street,Alien Abduction Attempt,0.6486
Camp,Getting Friend-Zoned,0.6486
Beach House,Office Holiday Party,0.6486
Medieval Village,Hiding a Fugitive,0.6486
Movie Set,Epic Prank War,0.6486
Graveyard,First Day at a New Job,0.6486
Caravan,Negotiating a Ransom,0.6486
Small Town,Backing over your neighbor's prized rose bush,0.6486
Fire Station,Losing Your Passport,0.6485
On the phone,Being audited by the IRS for claiming your pet as a dependent,0.6485
Underwater,Cult Initiation Ceremony,0.6485
Battlefield,Getting Ghosted,0.6485
Antiques Shop,Starting a Cult,0.6485
Arctic Tundra,Amateur Ghost Hunting,0.6485
Car Accident Site,Discovering a Conspiracy,0.6485
Mechanic's Shop,Bumping into a Celebrity,0.6485
Fishing Boat,Solving a Murder,0.6485
Haunted House,Taking a bite out of a decorative wax apple,0.6485
Airplane,First Day at a New Job,0.6485
Old Pick-Up Truck,Messy Divorce,0.6485
Military Helicopter,Scamming the Scammer,0.6485
Cavern,Hacking a Secure System,0.6485
Therapist's Office,Awkward First Kiss,0.6485
Car Accident Site,Running from the Cops,0.6485
Lake House,Interrupting a Wedding,0.6485
Underwater City,Losing Your Passport,0.6485
Pawn Shop,Running into an Ex,0.6485
Hospital Room,Planning a Prison Escape,0.6485
Rock Concert,Falling asleep at the wheel of a parked car and screaming when you wake up,0.6485
Military Helicopter,First Day at a New Job,0.6485
Trailer Park,Interrupting a Wedding,0.6484
Tree House,Running from the Cops,0.6484
Amusement Park,Getting Lost Without a Map,0.6484
Empty Lot,Interrupting a Wedding,0.6484
Museum,Dealing with a Karen,0.6484
Pub,Running from the Cops,0.6484
Cabin In The Woods,Waking up in a different country with no memory of how you got there,0.6484
Garage Sale,High-Stakes Poker Game,0.6484
Prison Cell,Murder Mystery Dinner,0.6484
Woods,Negotiating a Ransom,0.6484
Birthday Party,Ruining the Bride's Dress,0.6484
Post-Apocalyptic World,Claiming you invented the question mark,0.6484
Lake House,Getting Friend-Zoned,0.6484
Online,Interrupting a Wedding,0.6484
Swamp,Amateur Ghost Hunting,0.6484
Archery Range,Murder Mystery Dinner,0.6484
Campsite,Lads/Girls Holiday Vibe,0.6484
Church,Getting Locked Out,0.6484
Tattoo Parlor,Getting Stood Up,0.6484
Carnival Funhouse,Epic Prank War,0.6484
Cheap Motel,Running into an Ex,0.6484
Public Restroom,Awkward Morning After,0.6484
Taxi,Backing over your neighbor's prized rose bush,0.6484
Principal's Office,Staging an Intervention,0.6484
Movie Set,Murder Mystery Dinner,0.6484
Mountain,Explaining to border control why your suitcase is full of rocks,0.6484
International Space Station,Negotiating a Ransom,0.6484
Creek,Trying to sell ice to an Eskimo,0.6484
Arctic Tundra,Performing an Exorcism,0.6484
White House,Staging an Intervention,0.6484
Courthouse,Getting Stood Up,0.6484
Cruise Ship,Pretending to be a psychic to scam tourists,0.6484
Mountain,Solving a Murder,0.6484
Salvage Yard,Getting Friend-Zoned,0.6484
Convenience Store,Starting a Bar Fight,0.6484
Convenience Store,Getting Friend-Zoned,0.6484
Police Car,Not knowing how to use a manual can opener,0.6484
Maze,Accidentally destroying a child's sandcastle masterpiece,0.6484
Tank,Getting Ghosted,0.6483
Hospital Room,Starting a Bar Fight,0.6483
Bowling Alley,Arguing Over the Bill,0.6483
Shopping Mall,Getting Lost Without a Map,0.6483
Dragon's Lair,Backing over your neighbor's prized rose bush,0.6483
Hunting Cabin,Interrupting a Wedding,0.6483
Trailer Park,Arguing with a Bouncer,0.6483
Ancient Ruins,Accidentally destroying a child's sandcastle masterpiece,0.6483
Casino,Bumping into a Celebrity,0.6483
Museum,Office Holiday Party,0.6483
Bowling Alley,Kicking a soccer ball into someone's face,0.6483
Museum,Witnessing a bank robbery and asking for an autograph,0.6483
Salvage Yard,Office Holiday Party,0.6483
War Zone,Starting a Cult,0.6483
Farmer's Market,Taking a bite out of a decorative wax apple,0.6483
Industrial Factory,First Day at a New Job,0.6483
Astronaut Training Facility,Attempting to communicate with aliens via interpretive dance,0.6483
Pirate Ship,Escape Room Disaster,0.6483
Cave,Negotiating a Ransom,0.6483
Dragon's Lair,Arguing with a Bouncer,0.6483
Wine Cellar,Office Holiday Party,0.6483
Deli,Getting caught stealing lunches from the breakroom fridge,0.6483
Wine Cellar,Performing an Exorcism,0.6483
Indoor Shooting Range,Lost in Translation,0.6483
Garage Sale,Getting Ghosted,0.6483
Underground Storm Shelter,Escape Room Disaster,0.6483
Battlefield,Trying to start a fire by rubbing two sticks together,0.6482
Morgue,Getting trapped in a porta-potty,0.6482
Courtroom,Interrupting a Wedding,0.6482
Rock Concert,Faking expertise in a high-level technical meeting,0.6482
Bank,Faking expertise in a high-level technical meeting,0.6482
Virtual Reality World,Falling in Love at First Sight,0.6482
Botanical Garden,Dealing with a Karen,0.6482
Medieval Castle,Faking expertise in a high-level technical meeting,0.6482
Barbershop,Stealing the microphone at a karaoke bar,0.6482
Virtual Reality World,Flirting with the Boss,0.6482
Volcano,Negotiating a Ransom,0.6482
Diner,Causing a Public Scene,0.6482
